Data;Retornos
19/05/2017;0,001964
20/05/2017;0,038492
21/05/2017;0,067422
22/05/2017;0,073244
23/05/2017;-0,058116
24/05/2017;-0,027387
25/05/2017;-0,089632
26/05/2017;0,06443
27/05/2017;0,039936
28/05/2017;-0,038325
29/05/2017;0,049295
30/05/2017;0,046365
31/05/2017;0,032601
01/06/2017;0,020973
02/06/2017;-0,008431
03/06/2017;0,069218
04/06/2017;0,059399
05/06/2017;-0,064384
06/06/2017;0,039081
07/06/2017;0,00451
08/06/2017;0,031104
09/06/2017;0,024926
10/06/2017;-0,112612
11/06/2017;0,02094
12/06/2017;-0,094939
13/06/2017;-0,010107
14/06/2017;0,026711
15/06/2017;0,056765
16/06/2017;-0,044491
17/06/2017;0,029969
18/06/2017;0,051232
19/06/2017;-0,028264
20/06/2017;0,016747
21/06/2017;-0,00459
22/06/2017;-0,045408
23/06/2017;-0,018875
24/06/2017;-0,038327
25/06/2017;0,054767
26/06/2017;-0,002329
27/06/2017;-0,007543
28/06/2017;-0,030866
29/06/2017;-0,022834
30/06/2017;0,045099
01/07/2017;0,014097
02/07/2017;0,017284
03/07/2017;0,004019
04/07/2017;-0,005196
05/07/2017;-0,039146
06/07/2017;0,020077
07/07/2017;-0,021052
08/07/2017;-0,068985
09/07/2017;-0,008453
10/07/2017;0,033341
11/07/2017;-0,01706
12/07/2017;-0,055825
13/07/2017;-0,123261
14/07/2017;-0,031367
15/07/2017;0,154278
16/07/2017;0,038146
17/07/2017;-0,01636
18/07/2017;0,227618
19/07/2017;-0,068945
20/07/2017;0,058602
21/07/2017;-0,02858
22/07/2017;0,002467
23/07/2017;-0,06768
24/07/2017;-0,00909
25/07/2017;0,050541
26/07/2017;0,041787
27/07/2017;-0,026444
28/07/2017;0,011997
29/07/2017;0,041346
30/07/2017;-0,048419
31/07/2017;-0,009679
01/08/2017;0,032354
02/08/2017;0,024085
03/08/2017;0,12532
04/08/2017;-0,009475
05/08/2017;0,051227
06/08/2017;0,008042
07/08/2017;-0,02378
08/08/2017;0,022698
09/08/2017;0,064627
10/08/2017;0,057749
11/08/2017;0,04815
12/08/2017;0,063268
13/08/2017;-0,039178
14/08/2017;0,052823
15/08/2017;-0,025036
16/08/2017;-0,041405
17/08/2017;0,010921
18/08/2017;-0,02041
19/08/2017;-0,015239
20/08/2017;0,020903
21/08/2017;0,012487
22/08/2017;0,041914
23/08/2017;0,01061
24/08/2017;-0,002779
25/08/2017;-0,001506
26/08/2017;0,010201
27/08/2017;0,046072
28/08/2017;-0,003113
29/08/2017;0,032647
30/08/2017;0,03868
31/08/2017;-0,07334
01/09/2017;0,008517
02/09/2017;-0,077845
03/09/2017;0,03265
04/09/2017;0,046449
05/09/2017;0,00365
06/09/2017;-0,069018
07/09/2017;0,002004
08/09/2017;-0,0208
09/09/2017;-0,006614
10/09/2017;-0,014082
11/09/2017;-0,071926
12/09/2017;-0,176806
13/09/2017;0,135521
14/09/2017;-0,004004
15/09/2017;-0,00252
16/09/2017;0,105534
17/09/2017;-0,04804
18/09/2017;-0,006624
19/09/2017;-0,070672
20/09/2017;-0,004555
21/09/2017;0,050679
22/09/2017;-0,032328
23/09/2017;0,069844
24/09/2017;-0,010256
25/09/2017;0,078882
26/09/2017;-0,003937
27/09/2017;-0,005463
28/09/2017;0,044029
29/09/2017;0,009692
30/09/2017;-0,000402
01/10/2017;-0,019997
02/10/2017;-0,02239
03/10/2017;0,024071
04/10/2017;0,011618
05/10/2017;0,014503
06/10/2017;0,038886
07/10/2017;0,035319
08/10/2017;-0,002962
09/10/2017;0,012692
10/10/2017;0,118777
11/10/2017;0,036977
12/10/2017;0,032711
13/10/2017;-0,023726
14/10/2017;0,012438
15/10/2017;-0,028308
16/10/2017;-0,004072
17/10/2017;0,021788
18/10/2017;0,050381
19/10/2017;0,002257
20/10/2017;-0,003968
21/10/2017;-0,013335
22/10/2017;-0,068441
23/10/2017;0,03929
24/10/2017;0,026437
25/10/2017;-0,021121
26/10/2017;-0,006605
27/10/2017;0,070925
28/10/2017;-0,003788
30/10/2017;0,052011
31/10/2017;0,043458
01/11/2017;0,041718
02/11/2017;0,017961
03/11/2017;0,029167
04/11/2017;0,003491
05/11/2017;-0,059998
06/11/2017;0,020413
07/11/2017;0,046975
08/11/2017;-0,043203
09/11/2017;-0,082379
10/11/2017;-0,035018
11/11/2017;-0,075618
12/11/2017;0,104011
13/11/2017;0,011374
14/11/2017;0,098949
15/11/2017;0,075409
16/11/2017;-0,019768
17/11/2017;0,010459
18/11/2017;0,033084
19/11/2017;0,024812
20/11/2017;-0,017709
21/11/2017;0,016478
22/11/2017;-0,027222
23/11/2017;0,023115
24/11/2017;0,065358
25/11/2017;0,062403
26/11/2017;0,04355
27/11/2017;0,017602
28/11/2017;-0,006906
29/11/2017;0,011009
30/11/2017;0,087975
01/12/2017;0,004708
02/12/2017;0,030101
03/12/2017;0,033033
04/12/2017;0,003711
05/12/2017;0,164232
06/12/2017;0,203362
07/12/2017;-0,048809
08/12/2017;-0,078003
09/12/2017;0,014459
10/12/2017;0,105336
11/12/2017;0,020785
12/12/2017;-0,04778
13/12/2017;0,011057
14/12/2017;0,066761
15/12/2017;0,094285
16/12/2017;-0,014568
17/12/2017;-0,00491
18/12/2017;-0,079427
19/12/2017;-0,062501
20/12/2017;-0,051725
21/12/2017;-0,134492
22/12/2017;0,052147
23/12/2017;-0,043042
24/12/2017;0,003152
25/12/2017;0,130164
26/12/2017;-0,021809
27/12/2017;-0,068309
28/12/2017;-0,000426
29/12/2017;-0,138465
30/12/2017;0,100067
31/12/2017;-0,029716
01/01/2018;0,092925
02/01/2018;0,026914
03/01/2018;0,001547
04/01/2018;0,110566
05/01/2018;0,012748
06/01/2018;-0,05655
07/01/2018;-0,080288
08/01/2018;-0,034486
09/01/2018;0,030695
10/01/2018;-0,114299
11/01/2018;0,039279
12/01/2018;0,028625
13/01/2018;-0,043368
14/01/2018;-0,000488
15/01/2018;-0,189167
16/01/2018;-0,010674
17/01/2018;0,001148
18/01/2018;0,030512
19/01/2018;0,103952
20/01/2018;-0,10151
21/01/2018;-0,06579
22/01/2018;0,004034
23/01/2018;0,051232
24/01/2018;-0,022399
25/01/2018;-0,006434
26/01/2018;0,031514
27/01/2018;0,026525
28/01/2018;-0,046421
29/01/2018;-0,105687
30/01/2018;0,011764
31/01/2018;-0,115127
01/02/2018;-0,027123
02/02/2018;0,041994
03/02/2018;-0,118428
04/02/2018;-0,169452
05/02/2018;0,104502
06/02/2018;-0,014193
07/02/2018;0,084318
08/02/2018;0,05145
09/02/2018;-0,014774
10/02/2018;-0,058223
11/02/2018;0,097354
12/02/2018;-0,042007
13/02/2018;0,104469
14/02/2018;0,056175
15/02/2018;0,015328
16/02/2018;0,085411
17/02/2018;-0,063233
18/02/2018;0,070869
19/02/2018;0,006609
20/02/2018;-0,071312
21/02/2018;-0,062363
22/02/2018;0,03272
23/02/2018;-0,047267
24/02/2018;-0,009901
25/02/2018;0,071898
26/02/2018;0,025646
27/02/2018;-0,024877
28/02/2018;0,055972
01/03/2018;0,010354
02/03/2018;0,037523
03/03/2018;0,003401
04/03/2018;-0,005551
05/03/2018;-0,063628
06/03/2018;-0,078136
07/03/2018;-0,063605
08/03/2018;-0,006889
09/03/2018;-0,05048
10/03/2018;0,081559
11/03/2018;-0,043105
12/03/2018;0,001964
13/03/2018;-0,108569
14/03/2018;0,006152
15/03/2018;0,001791
16/03/2018;-0,049467
17/03/2018;0,041245
18/03/2018;0,048439
19/03/2018;0,033926
20/03/2018;-0,00105
21/03/2018;-0,021135
22/03/2018;0,023764
23/03/2018;-0,044249
24/03/2018;-0,008839
25/03/2018;-0,038578
25/03/2018;-0,043078
26/03/2018;0,019191
27/03/2018;-0,113375
28/03/2018;-0,036229
29/03/2018;0,013047
30/03/2018;-0,015666
31/03/2018;0,034332
01/04/2018;0,049593
02/04/2018;-0,086905
03/04/2018;-0,003682
04/04/2018;-0,02318
05/04/2018;0,041674
06/04/2018;0,019005
07/04/2018;-0,037635
08/04/2018;0,011938
09/04/2018;0,015318
10/04/2018;0,127729
11/04/2018;-0,003617
12/04/2018;0,015501
13/04/2018;0,043206
14/04/2018;-0,036094
15/04/2018;-0,019766
16/04/2018;0,033312
17/04/2018;0,013566
18/04/2018;0,066998
19/04/2018;0,006584
20/04/2018;-0,012654
21/04/2018;0,016288
22/04/2018;0,073865
23/04/2018;-0,084473
24/04/2018;0,045007
25/04/2018;-0,037726
26/04/2018;0,045169
27/04/2018;0,005925
28/04/2018;-0,017002
29/04/2018;-0,018681
30/04/2018;0,016922
01/05/2018;0,054062
02/05/2018;-0,004673
03/05/2018;0,014969
04/05/2018;-0,020624
05/05/2018;-0,028085
06/05/2018;-0,019563
07/05/2018;0,013504
08/05/2018;-0,031489
09/05/2018;-0,07007
10/05/2018;0,007768
11/05/2018;0,025913
12/05/2018;-0,004207
13/05/2018;-0,022474
14/05/2018;-0,016093
15/05/2018;-0,033354
16/05/2018;0,021678
17/05/2018;0,000161
18/05/2018;0,03382
19/05/2018;-0,013373
20/05/2018;-0,052033
21/05/2018;-0,062863
22/05/2018;0,010466
23/05/2018;-0,014526
24/05/2018;-0,016224
25/05/2018;0,000974
26/05/2018;-0,033612
27/05/2018;0,04878
28/05/2018;-0,010994
29/05/2018;0,014653
30/05/2018;0,003778
31/05/2018;0,014856
01/06/2018;0,009958
02/06/2018;-0,028452
03/06/2018;0,01668
04/06/2018;0,004236
05/06/2018;0,004989
06/06/2018;-0,009472
07/06/2018;-0,015036
08/06/2018;-0,103676
09/06/2018;0,016639
10/06/2018;-0,049165
11/06/2018;-0,03832
12/06/2018;0,051399
13/06/2018;-0,037819
14/06/2018;0,016495
15/06/2018;-0,006993
16/06/2018;0,039031
17/06/2018;0,003933
18/06/2018;0,002961
19/06/2018;-0,006027
20/06/2018;-0,104882
21/06/2018;0,018837
22/06/2018;-0,001422
23/06/2018;0,01652
24/06/2018;-0,027852
25/06/2018;0,008697
26/06/2018;-0,045008
27/06/2018;0,055089
28/06/2018;0,028849
29/06/2018;-0,007284
30/06/2018;0,042712
01/07/2018;-0,016165
02/07/2018;0,012288
03/07/2018;-0,008419
04/07/2018;0,010232
05/07/2018;0,023363
06/07/2018;-0,00753
07/07/2018;-0,005762
08/07/2018;-0,05581
09/07/2018;0,01378
10/07/2018;-0,022259
11/07/2018;-0,003808
12/07/2018;0,006228
13/07/2018;0,015121
14/07/2018;0,057444
15/07/2018;0,083384
16/07/2018;0,007708
17/07/2018;0,012666
18/07/2018;-0,019387
19/07/2018;0,009698
20/07/2018;-0,000913
21/07/2018;0,042259
22/07/2018;0,084179
23/07/2018;-0,027237
24/07/2018;-0,02893
25/07/2018;0,030479
26/07/2018;0,005846
27/07/2018;-0,001713
28/07/2018;-0,004968
29/07/2018;-0,055416
30/07/2018;-0,016213
31/07/2018;-0,009049
01/08/2018;-0,016677
02/08/2018;-0,055393
03/08/2018;0,003485
04/08/2018;-0,013813
05/08/2018;-0,032569
06/08/2018;-0,067397
07/08/2018;0,040263
08/08/2018;-0,061426
09/08/2018;0,014381
10/08/2018;0,012794
11/08/2018;-0,00949
12/08/2018;-0,010206
13/08/2018;0,011964
14/08/2018;0,007873
15/08/2018;0,041407
16/08/2018;-0,02854
17/08/2018;0,014948
18/08/2018;-0,036377
19/08/2018;0,034673
20/08/2018;-0,019442
21/08/2018;0,026785
22/08/2018;0,025667
23/08/2018;0,006033
24/08/2018;-0,0043
25/08/2018;0,028621
26/08/2018;0,025081
27/08/2018;-0,005569
28/08/2018;-0,007578
29/08/2018;0,004021
30/08/2018;0,024807
31/08/2018;0,013485
01/09/2018;-0,004284
02/09/2018;0,013636
03/09/2018;-0,094541
04/09/2018;-0,028686
05/09/2018;-0,016035
06/09/2018;-0,033562
07/09/2018;0,007858
08/09/2018;0,011987
09/09/2018;-0,004578
10/09/2018;0,006581
11/09/2018;0,024148
12/09/2018;-0,000923
13/09/2018;0,005546
14/09/2018;-0,003016
15/09/2018;-0,037761
16/09/2018;0,013477
17/09/2018;0,008216
18/09/2018;0,016599
19/09/2018;0,038618
20/09/2018;-0,006745
21/09/2018;-0,002072
22/09/2018;-0,017939
23/09/2018;-0,022393
24/09/2018;0,003854
25/09/2018;0,034003
26/09/2018;-0,007619
27/09/2018;-0,004778
28/09/2018;0,003018
29/09/2018;-0,004347
30/09/2018;-0,010596
01/10/2018;-0,005102
02/10/2018;0,013392
03/10/2018;0,008035
04/10/2018;-0,006493
05/10/2018;0,0017
06/10/2018;0,007383
07/10/2018;-0,002753
08/10/2018;-0,007677
09/10/2018;-0,058122
10/10/2018;0,006642
11/10/2018;0,002623
12/10/2018;0,001668
13/10/2018;0,051932
14/10/2018;-0,004442
15/10/2018;-0,001297
16/10/2018;-0,013136
17/10/2018;-0,003001
18/10/2018;0,003284
19/10/2018;0,002971
20/10/2018;-0,004101
21/10/2018;-0,002009
22/10/2018;0,000931
23/10/2018;-0,002084
24/10/2018;-0,000861
25/10/2018;0,002005
26/10/2018;0,000088
27/10/2018;-0,024535
29/10/2018;-0,000761
30/10/2018;0,005296
31/10/2018;0,006081
01/11/2018;0,002091
02/11/2018;-0,002872
03/11/2018;0,014129
04/11/2018;-0,005164
05/11/2018;0,007121
06/11/2018;0,007681
07/11/2018;-0,012889
08/11/2018;-0,010616
09/11/2018;0,002878
10/11/2018;0,001845
11/11/2018;-0,005179
12/11/2018;-0,005649
13/11/2018;-0,099033
14/11/2018;-0,016502
15/11/2018;-0,010901
16/11/2018;-0,003107
17/11/2018;0,008283
18/11/2018;-0,15487
19/11/2018;-0,079556
20/11/2018;0,03348
21/11/2018;-0,061129
22/11/2018;0,005249
23/11/2018;-0,119522
24/11/2018;0,038191
25/11/2018;-0,056394
26/11/2018;0,010095
27/11/2018;0,109069
28/11/2018;0,005413
29/11/2018;-0,066806
30/11/2018;0,045771
01/12/2018;-0,012852
02/12/2018;-0,068009
03/12/2018;0,019702
04/12/2018;-0,054896
05/12/2018;-0,069905
06/12/2018;-0,018712
07/12/2018;0,011771
08/12/2018;0,037365
09/12/2018;-0,035607
10/12/2018;-0,01926
11/12/2018;0,024562
12/12/2018;-0,053168
13/12/2018;-0,021293
14/12/2018;-0,000918
15/12/2018;0,007047
16/12/2018;0,086132
17/12/2018;0,04617
18/12/2018;0,005553
19/12/2018;0,10197
20/12/2018;-0,059459
21/12/2018;0,036869
22/12/2018;-0,009341
23/12/2018;0,018375
24/12/2018;-0,062476
25/12/2018;0,003657
26/12/2018;-0,054101
27/12/2018;0,079518
28/12/2018;-0,038947
29/12/2018;0,025777
30/12/2018;-0,038945
31/12/2018;0,034814
01/01/2019;0,020625
02/01/2019;-0,032105
03/01/2019;0,009909
04/01/2019;-0,004831
05/01/2019;0,06221
06/01/2019;-0,012866
07/01/2019;-0,002385
08/01/2019;0,001877
09/01/2019;-0,09862
10/01/2019;0,000286
11/01/2019;-0,001315
12/01/2019;-0,031362
13/01/2019;0,042089
14/01/2019;-0,02257
15/01/2019;0,006263
16/01/2019;0,011273
17/01/2019;-0,010159
18/01/2019;0,022156
19/01/2019;-0,04442
20/01/2019;0,001174
21/01/2019;0,008397
22/01/2019;-0,008361
23/01/2019;0,007383
24/01/2019;-0,004353
25/01/2019;0,003791
26/01/2019;-0,008775
27/01/2019;-0,031821
28/01/2019;-0,010236
29/01/2019;0,014222
30/01/2019;-0,009587
31/01/2019;0,007976
01/02/2019;0,0135
02/02/2019;-0,016976
03/02/2019;-0,005342
04/02/2019;0,004774
05/02/2019;-0,015424
06/02/2019;-0,005778
07/02/2019;0,080978
08/02/2019;-0,002125
09/02/2019;0,008962
10/02/2019;-0,02023
11/02/2019;0,001679
12/02/2019;-0,003195
13/02/2019;-0,004768
14/02/2019;0,001328
15/02/2019;0,006587
16/02/2019;0,014731
17/02/2019;0,063752
18/02/2019;0,002978
19/02/2019;0,012613
20/02/2019;-0,009357
21/02/2019;0,011739
22/02/2019;0,040721
23/02/2019;-0,095384
24/02/2019;0,019402
25/02/2019;-0,007211
26/02/2019;0,003358
27/02/2019;-0,001921
28/02/2019;0,002119
01/03/2019;0,002987
02/03/2019;-0,008002
03/03/2019;-0,021484
04/03/2019;0,037583
05/03/2019;0,000206
06/03/2019;0,001967
07/03/2019;-0,003765
08/03/2019;0,020401
09/03/2019;-0,004545
10/03/2019;-0,014081
11/03/2019;0,003524
12/03/2019;-0,002609
13/03/2019;0,000773
14/03/2019;0,01169
15/03/2019;0,025128
16/03/2019;-0,00723
17/03/2019;-0,002291
18/03/2019;0,008808
19/03/2019;0,008071
20/03/2019;-0,014856
21/03/2019;0,000978
22/03/2019;0,001591
23/03/2019;-0,003274
24/03/2019;-0,017569
25/03/2019;0,004492
26/03/2019;0,02598
27/03/2019;-0,002358
28/03/2019;0,018393
29/03/2019;0,00164
30/03/2019;-0,001322
31/03/2019;0,009349
31/03/2019;0,167222
01/04/2019;0,014096
02/04/2019;-0,012787
03/04/2019;0,026882
04/04/2019;0,001983
05/04/2019;0,028059
06/04/2019;0,017709
07/04/2019;-0,017683
08/04/2019;0,022302
09/04/2019;-0,052107
10/04/2019;0,006503
11/04/2019;-0,000165
12/04/2019;0,016578
13/04/2019;-0,025155
14/04/2019;0,034255
15/04/2019;0,004488
16/04/2019;0,010164
17/04/2019;0,001092
18/04/2019;0,005771
19/04/2019;-0,003845
20/04/2019;0,016622
21/04/2019;0,026421
22/04/2019;-0,015376
23/04/2019;-0,055002
24/04/2019;0,017069
26/04/2019;
