"Point.Forecast";"Lo.80";"Hi.80";"Lo.95";"Hi.95"
"1818";0,00134108475509025;-0,0478642071317356;0,0505463766419161;-0,07391191523323;0,0765940847434105
"1819";0,00134108475509025;-0,0478642071317356;0,0505463766419161;-0,07391191523323;0,0765940847434105
"1820";0,00134108475509025;-0,0478642071317356;0,0505463766419161;-0,07391191523323;0,0765940847434105
"1821";0,00134108475509025;-0,0478642071317356;0,0505463766419161;-0,07391191523323;0,0765940847434105
"1822";0,00134108475509025;-0,0478642071317356;0,0505463766419161;-0,07391191523323;0,0765940847434105
"1823";0,00134108475509025;-0,0478642071317356;0,0505463766419161;-0,07391191523323;0,0765940847434105
