Date;Open;High;Low;Close;Adj Close;Open;High;Low;Close;Adj Close;Volume;;Retorno de i;
18/04/2015;223,350006;226,940002;221,960007;223,020004;223,020004;223.350.006;226.940.002;221.960.007;223.020.004;223.020.004;7984589;;0,005455;
19/04/2015;223,020004;226,720001;221,580002;224,240005;224,240005;223.020.004;226.720.001;221.580.002;224.240.005;224.240.005;10082693;;0,04145;
20/04/2015;224,240005;235,270004;223,289993;233,729996;233,729996;224.240.005;235.270.004;223.289.993;233.729.996;233.729.996;15658818;;0,000214;
21/04/2015;233,729996;238,399994;231,800003;233,779999;233,779999;233.729.996;238.399.994;231.800.003;233.779.999;233.779.999;18280060;;0,006906;
22/04/2015;233,779999;236,119995;232,580002;235,399994;235,399994;233.779.999;236.119.995;232.580.002;235.399.994;235.399.994;9982620;;-0,018479;
23/04/2015;235,399994;236,550003;229,059998;231,089996;231,089996;235.399.994;236.550.003;229.059.998;231.089.996;231.089.996;16221169;;-0,021653;
24/04/2015;231,089996;232,289993;223,050003;226,139999;226,139999;231.089.996;232.289.993;223.050.003;226.139.999;226.139.999;10015666;;-0,033453;
25/04/2015;226,139999;226,720001;214,139999;218,699997;218,699997;226.139.999;226.720.001;214.139.999;218.699.997;218.699.997;22088733;;0,045846;
26/04/2015;218,699997;242,649994;216,600006;228,960007;228,960007;218.699.997;242.649.994;216.600.006;228.960.007;228.960.007;27696437;;-0,013853;
27/04/2015;228,960007;229,869995;222,029999;225,809998;225,809998;228.960.007;229.869.995;222.029.999;225.809.998;225.809.998;14896418;;-0,001729;
28/04/2015;225,809998;227,240005;222,25;225,419998;225,419998;225.809.998;227.240.005;222.250.000;225.419.998;225.419.998;13743340;;0,044891;
29/04/2015;225,419998;240,009995;224,679993;235,770004;235,770004;225.419.998;240.009.995;224.679.993;235.770.004;235.770.004;26242196;;-0,010917;
30/04/2015;235,770004;239,419998;232,380005;233,210007;233,210007;235.770.004;239.419.998;232.380.005;233.210.007;233.210.007;14178420;;0,009092;
01/05/2015;233,210007;236,380005;231,729996;235,339996;235,339996;233.210.007;236.380.005;231.729.996;235.339.996;235.339.996;8703582;;0,019566;
02/05/2015;235,339996;243,580002;233,800003;239,990005;239,990005;235.339.996;243.580.002;233.800.003;239.990.005;239.990.005;13389153;;-0,004259;
03/05/2015;239,990005;243,199997;237,449997;238,970001;238,970001;239.990.005;243.199.997;237.449.997;238.970.001;238.970.001;16599243;;-0,013269;
04/05/2015;238,970001;239,610001;231,779999;235,820007;235,820007;238.970.001;239.610.001;231.779.999;235.820.007;235.820.007;18333196;;-0,024859;
05/05/2015;235,820007;237,149994;228,240005;230,029999;230,029999;235.820.007;237.149.994;228.240.005;230.029.999;230.029.999;24127653;;0,032926;
06/05/2015;230,029999;240,25;228,330002;237,729996;237,729996;230.029.999;240.250.000;228.330.002;237.729.996;237.729.996;21315971;;0,024967;
07/05/2015;237,729996;247,009995;235,770004;243,740005;243,740005;237.729.996;247.009.995;235.770.004;243.740.005;243.740.005;21226000;;-0,009647;
08/05/2015;243,740005;247,869995;238,520004;241,399994;241,399994;243.740.005;247.869.995;238.520.004;241.399.994;241.399.994;15281109;;-0,005983;
09/05/2015;241,399994;244,820007;238,229996;239,960007;239,960007;241.399.994;244.820.007;238.229.996;239.960.007;239.960.007;10634289;;0,00768;
10/05/2015;239,960007;243,949997;238,860001;241,809998;241,809998;239.960.007;243.949.997;238.860.001;241.809.998;241.809.998;13819530;;-0,000952;
11/05/2015;241,809998;243;239,179993;241,580002;241,580002;241.809.998;243.000.000;239.179.993;241.580.002;241.580.002;9712214;;-0,02176;
12/05/2015;241,580002;243,910004;234,070007;236,380005;236,380005;241.580.002;243.910.004;234.070.007;236.380.005;236.380.005;20329395;;0,002197;
13/05/2015;236,380005;239,169998;232,360001;236,899994;236,899994;236.380.005;239.169.998;232.360.001;236.899.994;236.899.994;16833656;;0,001266;
14/05/2015;236,899994;238,830002;235,529999;237,199997;237,199997;236.899.994;238.830.002;235.529.999;237.199.997;237.199.997;10932777;;-0,004098;
15/05/2015;237,199997;237,779999;234,570007;236,229996;236,229996;237.199.997;237.779.999;234.570.007;236.229.996;236.229.996;6415070;;0,000296;
16/05/2015;236,229996;237,770004;235,350006;236,300003;236,300003;236.229.996;237.770.004;235.350.006;236.300.003;236.300.003;6738302;;-0,01561;
17/05/2015;236,300003;237,100006;231,460007;232,639999;232,639999;236.300.003;237.100.006;231.460.007;232.639.999;232.639.999;12516261;;-0,002669;
18/05/2015;232,639999;234,5;231,270004;232,020004;232,020004;232.639.999;234.500.000;231.270.004;232.020.004;232.020.004;9550029;;0,008327;
19/05/2015;232,020004;235,169998;231,470001;233,960007;233,960007;232.020.004;235.169.998;231.470.001;233.960.007;233.960.007;11626735;;0,006051;
20/05/2015;233,960007;236,649994;233,610001;235,380005;235,380005;233.960.007;236.649.994;233.610.001;235.380.005;235.380.005;10114419;;0,020978;
21/05/2015;235,380005;242;234,559998;240,369995;240,369995;235.380.005;242.000.000;234.559.998;240.369.995;240.369.995;17630641;;-0,005967;
22/05/2015;240,369995;241,729996;238,050003;238,940002;238,940002;240.369.995;241.729.996;238.050.003;238.940.002;238.940.002;8659651;;0,008501;
23/05/2015;238,940002;242,389999;237,479996;240,979996;240,979996;238.940.002;242.389.999;237.479.996;240.979.996;240.979.996;7278251;;-0,014925;
24/05/2015;240,979996;241,789993;235,809998;237,410004;237,410004;240.979.996;241.789.993;235.809.998;237.410.004;237.410.004;6301300;;0,00181;
25/05/2015;237,410004;238,990005;235,580002;237,839996;237,839996;237.410.004;238.990.005;235.580.002;237.839.996;237.839.996;8842430;;-0,002315;
26/05/2015;237,839996;238,949997;235,889999;237,289993;237,289993;237.839.996;238.949.997;235.889.999;237.289.993;237.289.993;11445501;;0,000126;
27/05/2015;237,289993;238,410004;236,229996;237,320007;237,320007;237.289.993;238.410.004;236.229.996;237.320.007;237.320.007;8508673;;-0,001223;
28/05/2015;237,320007;237,889999;235,130005;237,029999;237,029999;237.320.007;237.889.999;235.130.005;237.029.999;237.029.999;9241377;;-0,016204;
29/05/2015;237,029999;237,059998;231,589996;233,220001;233,220001;237.029.999;237.059.998;231.589.996;233.220.001;233.220.001;9738568;;-0,014599;
30/05/2015;233,220001;233,990005;229,130005;229,839996;229,839996;233.220.001;233.990.005;229.130.005;229.839.996;229.839.996;9036624;;-0,029584;
31/05/2015;229,839996;231,759995;220,970001;223,139999;223,139999;229.839.996;231.759.995;220.970.001;223.139.999;223.139.999;19658919;;0,011585;
01/06/2015;223,139999;227,440002;222,25;225,740005;225,740005;223.139.999;227.440.002;222.250.000;225.740.005;225.740.005;13666049;;-0,000665;
02/06/2015;225,740005;227,860001;223,690002;225,589996;225,589996;225.740.005;227.860.001;223.690.002;225.589.996;225.589.996;12279838;;-0,006091;
03/06/2015;225,589996;226,710007;223,490005;224,220001;224,220001;225.589.996;226.710.007;223.490.005;224.220.001;224.220.001;9934190;;0,004761;
04/06/2015;224,220001;226,360001;222,149994;225,289993;225,289993;224.220.001;226.360.001;222.149.994;225.289.993;225.289.993;12703848;;-0,002444;
05/06/2015;225,289993;225,759995;223,529999;224,740005;224,740005;225.289.993;225.759.995;223.529.999;224.740.005;224.740.005;5074897;;-0,005667;
06/06/2015;224,740005;226,360001;222,210007;223,470001;223,470001;224.740.005;226.360.001;222.210.007;223.470.001;223.470.001;9097310;;0,022565;
07/06/2015;223,470001;229,910004;222,990005;228,570007;228,570007;223.470.001;229.910.004;222.990.005;228.570.007;228.570.007;16824026;;0,004322;
08/06/2015;228,570007;231,360001;227,509995;229,559998;229,559998;228.570.007;231.360.001;227.509.995;229.559.998;229.559.998;12617632;;-0,00336;
09/06/2015;229,559998;230,440002;227,839996;228,789993;228,789993;229.559.998;230.440.002;227.839.996;228.789.993;228.789.993;9556657;;0,004753;
10/06/2015;228,789993;230,639999;228,539993;229,880005;229,880005;228.789.993;230.639.999;228.539.993;229.880.005;229.880.005;8745318;;0,00252;
11/06/2015;229,880005;231,580002;229,289993;230,460007;230,460007;229.880.005;231.580.002;229.289.993;230.460.007;230.460.007;9406856;;0,008727;
12/06/2015;230,460007;233,139999;229,009995;232,479996;232,479996;230.460.007;233.139.999;229.009.995;232.479.996;232.479.996;8803491;;0,005448;
13/06/2015;232,479996;235,509995;232,089996;233,75;233,75;232.479.996;235.509.995;232.089.996;233.750.000;233.750.000;7700053;;0,013808;
14/06/2015;233,75;238,550003;233,289993;237;237;233.750.000;238.550.003;233.289.993;237.000.000;237.000.000;15006949;;0,052681;
15/06/2015;237;254,149994;235,699997;249,820007;249,820007;237.000.000;254.149.994;235.699.997;249.820.007;249.820.007;29956654;;-0,009815;
16/06/2015;249,820007;258,480011;245,089996;247,380005;247,380005;249.820.007;258.480.011;245.089.996;247.380.005;247.380.005;30652977;;0,004276;
17/06/2015;247,380005;251,949997;242,460007;248,440002;248,440002;247.380.005;251.949.997;242.460.007;248.440.002;248.440.002;19421567;;-0,0175;
18/06/2015;248,440002;250,809998;243,649994;244,130005;244,130005;248.440.002;250.809.998;243.649.994;244.130.005;244.130.005;20914718;;0,003476;
19/06/2015;244,130005;246,630005;238,699997;244,979996;244,979996;244.130.005;246.630.005;238.699.997;244.979.996;244.979.996;12470598;;-0,003599;
20/06/2015;244,979996;246,029999;240,940002;244,100006;244,100006;244.979.996;246.029.999;240.940.002;244.100.006;244.100.006;6140997;;0,013671;
21/06/2015;244,100006;248,600006;243,160004;247,460007;247,460007;244.100.006;248.600.006;243.160.004;247.460.007;247.460.007;11713076;;-0,015065;
22/06/2015;247,460007;247,669998;242,320007;243,759995;243,759995;247.460.007;247.669.998;242.320.007;243.759.995;243.759.995;9432470;;-0,013215;
23/06/2015;243,759995;244,509995;239,050003;240,559998;240,559998;243.759.995;244.509.995;239.050.003;240.559.998;240.559.998;11415709;;0,00828;
24/06/2015;240,559998;243,649994;239,320007;242,559998;242,559998;240.559.998;243.649.994;239.320.007;242.559.998;242.559.998;9791297;;0,001607;
25/06/2015;242,559998;243,490005;240,139999;242,949997;242,949997;242.559.998;243.490.005;240.139.999;242.949.997;242.949.997;9112156;;0,031521;
26/06/2015;242,949997;251,570007;241,830002;250,729996;250,729996;242.949.997;251.570.007;241.830.002;250.729.996;250.729.996;13525813;;-0,007406;
27/06/2015;250,729996;251,589996;246,619995;248,880005;248,880005;250.729.996;251.589.996;246.619.995;248.880.005;248.880.005;9955671;;0,031988;
28/06/2015;248,880005;257,540009;247,960007;256,970001;256,970001;248.880.005;257.540.009;247.960.007;256.970.001;256.970.001;23504772;;0,027444;
29/06/2015;256,970001;268,730011;255,369995;264,119995;264,119995;256.970.001;268.730.011;255.369.995;264.119.995;264.119.995;30621602;;-0,024918;
30/06/2015;264,119995;265;254,410004;257,619995;257,619995;264.119.995;265.000.000;254.410.004;257.619.995;257.619.995;17316801;;-0,010693;
01/07/2015;257,619995;261,290009;253,089996;254,880005;254,880005;257.619.995;261.290.009;253.089.996;254.880.005;254.880.005;11560214;;0,002038;
02/07/2015;254,880005;256,709991;252,440002;255,399994;255,399994;254.880.005;256.709.991;252.440.002;255.399.994;255.399.994;9335969;;0,019964;
03/07/2015;255,399994;261,079987;253,369995;260,549988;260,549988;255.399.994;261.079.987;253.369.995;260.549.988;260.549.988;8502000;;0,036146;
04/07/2015;260,549988;274,140015;257,609985;270,140015;270,140015;260.549.988;274.140.015;257.609.985;270.140.015;270.140.015;12906220;;-0,003932;
05/07/2015;270,140015;277,480011;266,459991;269,079987;269,079987;270.140.015;277.480.011;266.459.991;269.079.987;269.079.987;14242625;;-0,010723;
06/07/2015;269,079987;271,339996;263,209991;266,209991;266,209991;269.079.987;271.339.996;263.209.991;266.209.991;266.209.991;11104556;;0,009087;
07/07/2015;266,209991;273,570007;263,179993;268,640015;268,640015;266.209.991;273.570.007;263.179.993;268.640.015;268.640.015;12157995;;0,001859;
08/07/2015;268,640015;272,309998;265,130005;269,140015;269,140015;268.640.015;272.309.998;265.130.005;269.140.015;269.140.015;13058350;;0,052404;
09/07/2015;269,140015;297,850006;266,910004;283,619995;283,619995;269.140.015;297.850.006;266.910.004;283.619.995;283.619.995;33254590;;0,029016;
10/07/2015;283,619995;298,76001;282,279999;291,970001;291,970001;283.619.995;298.760.010;282.279.999;291.970.001;291.970.001;13584989;;0,06134;
11/07/2015;291,970001;315,880005;291,26001;310,440002;310,440002;291.970.001;315.880.005;291.260.010;310.440.002;310.440.002;36866127;;-0,066904;
12/07/2015;310,440002;310,880005;276,850006;290,350006;290,350006;310.440.002;310.880.005;276.850.006;290.350.006;290.350.006;42741263;;-0,011744;
13/07/2015;290,350006;296,959991;285,170013;286,959991;286,959991;290.350.006;296.959.991;285.170.013;286.959.991;286.959.991;17635928;;-0,012413;
14/07/2015;286,959991;292,920013;283,170013;283,420013;283,420013;286.959.991;292.920.013;283.170.013;283.420.013;283.420.013;17274148;;-0,024394;
15/07/2015;283,420013;290,839996;273,279999;276,589996;276,589996;283.420.013;290.839.996;273.279.999;276.589.996;276.589.996;34155564;;0,010895;
16/07/2015;276,589996;280,76001;271,170013;279,619995;279,619995;276.589.996;280.760.010;271.170.013;279.619.995;279.619.995;17217352;;-0,020121;
17/07/2015;279,619995;282,529999;243,240005;274,049988;274,049988;279.619.995;282.529.999;243.240.005;274.049.988;274.049.988;15358107;;-0,00318;
18/07/2015;274,049988;277,070007;271,850006;273,179993;273,179993;274.049.988;277.070.007;271.850.006;273.179.993;273.179.993;8322466;;0,016338;
19/07/2015;273,179993;278,850006;271,820007;277,679993;277,679993;273.179.993;278.850.006;271.820.007;277.679.993;277.679.993;12900609;;-0,009371;
20/07/2015;277,679993;281,049988;274,190002;275,089996;275,089996;277.679.993;281.049.988;274.190.002;275.089.996;275.089.996;13667891;;0,004968;
21/07/2015;275,089996;277,390015;273,119995;276,459991;276,459991;275.089.996;277.390.015;273.119.995;276.459.991;276.459.991;11596311;;-0,003406;
22/07/2015;276,459991;277,850006;274,470001;275,519989;275,519989;276.459.991;277.850.006;274.470.001;275.519.989;275.519.989;9870635;;0,045584;
23/07/2015;275,519989;289,809998;274,26001;288,369995;288,369995;275.519.989;289.809.998;274.260.010;288.369.995;288.369.995;21095041;;0,001282;
24/07/2015;288,369995;291,23999;284,670013;288,73999;288,73999;288.369.995;291.239.990;284.670.013;288.739.990;288.739.990;12024889;;0,010439;
25/07/2015;288,73999;293,279999;286,769989;291,769989;291,769989;288.739.990;293.279.999;286.769.989;291.769.989;291.769.989;9038050;;0,004241;
26/07/2015;291,769989;295,790009;285,399994;293,01001;293,01001;291.769.989;295.790.009;285.399.994;293.010.010;293.010.010;20358325;;0,002352;
27/07/2015;293,01001;296,679993;291,670013;293,700012;293,700012;293.010.010;296.679.993;291.670.013;293.700.012;293.700.012;14466428;;-0,018315;
28/07/2015;293,700012;294,720001;286,890015;288,369995;288,369995;293.700.012;294.720.001;286.890.015;288.369.995;288.369.995;14738216;;-0,004692;
29/07/2015;288,369995;289,890015;284,910004;287,019989;287,019989;288.369.995;289.890.015;284.910.004;287.019.989;287.019.989;12888680;;-0,011529;
30/07/2015;287,019989;288,690002;280,769989;283,730011;283,730011;287.019.989;288.690.002;280.769.989;283.730.011;283.730.011;14019071;;-0,011556;
31/07/2015;283,730011;284,529999;276,299988;280,470001;280,470001;283.730.011;284.529.999;276.299.988;280.470.001;280.470.001;11068826;;0,003168;
01/08/2015;280,470001;282,5;275,929993;281,359985;281,359985;280.470.001;282.500.000;275.929.993;281.359.985;281.359.985;9978638;;0,000782;
02/08/2015;281,359985;285;278,940002;281,579987;281,579987;281.359.985;285.000.000;278.940.002;281.579.987;281.579.987;13006246;;0,009613;
03/08/2015;281,579987;285,660004;279,579987;284,299988;284,299988;281.579.987;285.660.004;279.579.987;284.299.988;284.299.988;12732203;;-0,009116;
04/08/2015;284,299988;285,450012;280,529999;281,720001;281,720001;284.299.988;285.450.012;280.529.999;281.720.001;281.720.001;10854754;;-0,013293;
05/08/2015;281,720001;281,980011;276,459991;278;278;281.720.001;281.980.011;276.459.991;278.000.000;278.000.000;9319083;;-0,000396;
06/08/2015;278;279,600006;274,279999;277,890015;277,890015;278.000.000;279.600.006;274.279.999;277.890.015;277.890.015;11919665;;-0,071943;
07/08/2015;277,890015;278,920013;257,420013;258,600006;258,600006;277.890.015;278.920.013;257.420.013;258.600.006;258.600.006;22308123;;0,020174;
08/08/2015;258,600006;266,75;258,559998;263,869995;263,869995;258.600.006;266.750.000;258.559.998;263.869.995;263.869.995;15154749;;-0,002163;
09/08/2015;263,869995;266,630005;260,519989;263,299988;263,299988;263.869.995;266.630.005;260.519.989;263.299.988;263.299.988;12873441;;0,021529;
10/08/2015;263,299988;269,899994;261,440002;269,029999;269,029999;263.299.988;269.899.994;261.440.002;269.029.999;269.029.999;13681939;;-0,005105;
11/08/2015;269,029999;271,5;263,660004;267,660004;267,660004;269.029.999;271.500.000;263.660.004;267.660.004;267.660.004;15232934;;-0,015892;
12/08/2015;267,660004;268,390015;261,279999;263,440002;263,440002;267.660.004;268.390.015;261.279.999;263.440.002;263.440.002;14962211;;0,006017;
13/08/2015;263,440002;267,220001;260,209991;265,029999;265,029999;263.440.002;267.220.001;260.209.991;265.029.999;265.029.999;13899139;;-0,017163;
14/08/2015;265,029999;266,549988;259,380005;260,519989;260,519989;265.029.999;266.549.988;259.380.005;260.519.989;260.519.989;10303301;;-0,013137;
15/08/2015;260,519989;261,920013;254,570007;257,119995;257,119995;260.519.989;261.920.013;254.570.007;257.119.995;257.119.995;17880398;;0,000039;
16/08/2015;257,119995;259,929993;252,869995;257,130005;257,130005;257.119.995;259.929.993;252.869.995;257.130.005;257.130.005;12378054;;-0,041328;
17/08/2015;257,130005;257,529999;245,740005;246,720001;246,720001;257.130.005;257.529.999;245.740.005;246.720.001;246.720.001;23896056;;-0,087719;
18/08/2015;246,720001;247,949997;214,289993;226;226;246.720.001;247.949.997;214.289.993;226.000.000;226.000.000;55514712;;0,037603;
19/08/2015;226;238,029999;225,539993;234,660004;234,660004;226.000.000;238.029.999;225.539.993;234.660.004;234.660.004;21225055;;-0,009678;
20/08/2015;234,660004;236,300003;230,479996;232,399994;232,399994;234.660.004;236.300.003;230.479.996;232.399.994;232.399.994;13485729;;-0,012383;
21/08/2015;232,399994;235,070007;221,039993;229,539993;229,539993;232.399.994;235.070.007;221.039.993;229.539.993;229.539.993;16976922;;-0,012229;
22/08/2015;229,539993;232,699997;224,270004;226,75;226,75;229.539.993;232.699.997;224.270.004;226.750.000;226.750.000;11204081;;-0,069954;
23/08/2015;226,75;228,429993;207,820007;211,429993;211,429993;226.750.000;228.429.993;207.820.007;211.429.993;211.429.993;43008579;;0,042049;
24/08/2015;211,429993;226,550003;196,259995;220,509995;220,509995;211.429.993;226.550.003;196.259.995;220.509.995;220.509.995;40651749;;0,020024;
25/08/2015;220,509995;230,690002;218,789993;224,970001;224,970001;220.509.995;230.690.002;218.789.993;224.970.001;224.970.001;20986286;;-0,010007;
26/08/2015;224,970001;228,440002;222;222,729996;222,729996;224.970.001;228.440.002;222.000.000;222.729.996;222.729.996;13631111;;0,039224;
27/08/2015;222,729996;234,809998;219,600006;231,639999;231,639999;222.729.996;234.809.998;219.600.006;231.639.999;231.639.999;20751420;;-0,013648;
28/08/2015;231,639999;233,089996;226,350006;228,5;228,5;231.639.999;233.089.996;226.350.006;228.500.000;228.500.000;10072201;;-0,000438;
29/08/2015;228,5;232,320007;225,440002;228,399994;228,399994;228.500.000;232.320.007;225.440.002;228.399.994;228.399.994;9118089;;0,004674;
30/08/2015;228,399994;231,789993;224,199997;229,470001;229,470001;228.399.994;231.789.993;224.199.997;229.470.001;229.470.001;12521966;;-0,01003;
31/08/2015;229,470001;231,449997;225,759995;227,179993;227,179993;229.470.001;231.449.997;225.759.995;227.179.993;227.179.993;15206241;;0,006362;
01/09/2015;227,179993;230,589996;225,570007;228,630005;228,630005;227.179.993;230.589.996;225.570.007;228.630.005;228.630.005;13443780;;-0,010685;
02/09/2015;228,630005;229,619995;225,360001;226,199997;226,199997;228.630.005;229.619.995;225.360.001;226.199.997;226.199.997;12337406;;0,017746;
03/09/2015;226,199997;231,059998;225,75;230,25;230,25;226.199.997;231.059.998;225.750.000;230.250.000;230.250.000;14174313;;0,014744;
04/09/2015;230,25;235,610001;228,289993;233,669998;233,669998;230.250.000;235.610.001;228.289.993;233.669.998;233.669.998;11253257;;0,026146;
05/09/2015;233,669998;243,639999;234,740005;239,860001;239,860001;233.669.998;243.639.999;234.740.005;239.860.001;239.860.001;15939620;;-0,001168;
06/09/2015;239,860001;242,660004;237,490005;239,580002;239,580002;239.860.001;242.660.004;237.490.005;239.580.002;239.580.002;13744695;;0,015161;
07/09/2015;239,580002;246,380005;239,229996;243,240005;243,240005;239.580.002;246.380.005;239.229.996;243.240.005;243.240.005;18605471;;-0,02426;
08/09/2015;243,240005;244,339996;236,490005;237,410004;237,410004;243.240.005;244.339.996;236.490.005;237.410.004;237.410.004;16636258;;0,002818;
09/09/2015;237,410004;240,630005;234,309998;238,080002;238,080002;237.410.004;240.630.005;234.309.998;238.080.002;238.080.002;14447606;;0,007615;
10/09/2015;238,080002;241,020004;237,380005;239,899994;239,899994;238.080.002;241.020.004;237.380.005;239.899.994;239.899.994;10992443;;-0,018087;
11/09/2015;239,899994;240,320007;233,320007;235,600006;235,600006;239.899.994;240.320.007;233.320.007;235.600.006;235.600.006;10407178;;-0,02323;
12/09/2015;235,600006;236,160004;228,279999;230,190002;230,190002;235.600.006;236.160.004;228.279.999;230.190.002;230.190.002;11983360;;-0,001217;
13/09/2015;230,190002;232,639999;225,960007;229,910004;229,910004;230.190.002;232.639.999;225.960.007;229.910.004;229.910.004;14070910;;-0,001654;
14/09/2015;229,910004;242,830002;228,029999;229,529999;229,529999;229.910.004;242.830.002;228.029.999;229.529.999;229.529.999;11425472;;-0,00406;
15/09/2015;229,529999;230,889999;225,050003;228,600006;228,600006;229.529.999;230.889.999;225.050.003;228.600.006;228.600.006;11866728;;0,017862;
16/09/2015;228,600006;235,169998;227,949997;232,720001;232,720001;228.600.006;235.169.998;227.949.997;232.720.001;232.720.001;12975914;;-0,002194;
17/09/2015;232,720001;234,690002;230,580002;232,210007;232,210007;232.720.001;234.690.002;230.580.002;232.210.007;232.210.007;12397851;;-0,004748;
18/09/2015;232,210007;233,350006;230,210007;231,110001;231,110001;232.210.007;233.350.006;230.210.007;231.110.001;231.110.001;8004103;;-0,000087;
19/09/2015;231,110001;232,669998;229,929993;231,089996;231,089996;231.110.001;232.669.998;229.929.993;231.089.996;231.089.996;7676869;;-0,020813;
20/09/2015;231,089996;231,630005;225;226,330002;226,330002;231.089.996;231.630.005;225.000.000;226.330.002;226.330.002;12180039;;0,016129;
21/09/2015;226,330002;233,240005;224,070007;230,009995;230,009995;226.330.002;233.240.005;224.070.007;230.009.995;230.009.995;16390021;;-0,000522;
22/09/2015;230,009995;232,199997;228,5;229,889999;229,889999;230.009.995;232.199.997;228.500.000;229.889.999;229.889.999;10064288;;0,016694;
23/09/2015;229,889999;235,839996;229,570007;233,759995;233,759995;229.889.999;235.839.996;229.570.007;233.759.995;233.759.995;16797644;;0,005418;
24/09/2015;233,759995;237,580002;232,699997;235,029999;235,029999;233.759.995;237.580.002;232.699.997;235.029.999;235.029.999;14510987;;-0,003111;
25/09/2015;235,029999;235,710007;232,740005;234,300003;234,300003;235.029.999;235.710.007;232.740.005;234.300.003;234.300.003;9449846;;-0,007712;
26/09/2015;234,300003;234,75;231,839996;232,5;232,5;234.300.003;234.750.000;231.839.996;232.500.000;232.500.000;8429802;;0,027029;
27/09/2015;232,5;240,389999;232,369995;238,869995;238,869995;232.500.000;240.389.999;232.369.995;238.869.995;238.869.995;15282768;;-0,009084;
28/09/2015;238,869995;240,389999;234,800003;236,710007;236,710007;238.869.995;240.389.999;234.800.003;236.710.007;236.710.007;13637645;;-0,003301;
29/09/2015;236,710007;237,830002;234,389999;235,929993;235,929993;236.710.007;237.830.002;234.389.999;235.929.993;235.929.993;11946864;;0,004736;
30/09/2015;235,929993;238,660004;234,699997;237,050003;237,050003;235.929.993;238.660.004;234.699.997;237.050.003;237.050.003;12534482;;-0,001435;
01/10/2015;237,050003;238,449997;235,139999;236,710007;236,710007;237.050.003;238.449.997;235.139.999;236.710.007;236.710.007;11378441;;0,007869;
02/10/2015;236,710007;239,520004;236,070007;238,580002;238,580002;236.710.007;239.520.004;236.070.007;238.580.002;238.580.002;10338780;;-0,001048;
03/10/2015;238,580002;277,579987;237,509995;238,330002;238,330002;238.580.002;277.579.987;237.509.995;238.330.002;238.330.002;7618430;;0,007607;
04/10/2015;238,330002;240,529999;236,410004;240,149994;240,149994;238.330.002;240.529.999;236.410.004;240.149.994;240.149.994;14631928;;0,024637;
05/10/2015;240,149994;247,610001;239,360001;246,139999;246,139999;240.149.994;247.610.001;239.360.001;246.139.999;246.139.999;19242190;;-0,012921;
06/10/2015;246,139999;247,279999;241,649994;242,979996;242,979996;246.139.999;247.279.999;241.649.994;242.979.996;242.979.996;15363142;;-0,001648;
07/10/2015;242,979996;244,789993;241,570007;242,580002;242,580002;242.979.996;244.789.993;241.570.007;242.580.002;242.580.002;10762328;;0,006001;
08/10/2015;242,580002;244,559998;241,339996;244,039993;244,039993;242.580.002;244.559.998;241.339.996;244.039.993;244.039.993;9897714;;0,005354;
09/10/2015;244,039993;245,929993;242,889999;245,350006;245,350006;244.039.993;245.929.993;242.889.999;245.350.006;245.350.006;9547124;;0,009331;
10/10/2015;245,350006;248,259995;244,470001;247,649994;247,649994;245.350.006;248.259.995;244.470.001;247.649.994;247.649.994;10232454;;-0,009331;
11/10/2015;247,649994;248,020004;244,649994;245,350006;245,350006;247.649.994;248.020.004;244.649.994;245.350.006;245.350.006;9961674;;0,013883;
12/10/2015;245,350006;251,190002;243,110001;248,779999;248,779999;245.350.006;251.190.002;243.110.001;248.779.999;248.779.999;18553307;;0,014169;
13/10/2015;248,779999;255,059998;248,279999;252,330002;252,330002;248.779.999;255.059.998;248.279.999;252.330.002;252.330.002;17511356;;0,008327;
14/10/2015;252,330002;256,76001;251,169998;254,440002;254,440002;252.330.002;256.760.010;251.169.998;254.440.002;254.440.002;15465023;;0,032595;
15/10/2015;254,440002;267,269989;253,929993;262,869995;262,869995;254.440.002;267.269.989;253.929.993;262.869.995;262.869.995;24886162;;0,025206;
16/10/2015;262,869995;275,410004;261,73999;269,579987;269,579987;262.869.995;275.410.004;261.739.990;269.579.987;269.579.987;30715446;;-0,029781;
17/10/2015;269,579987;272,440002;259,529999;261,670013;261,670013;269.579.987;272.440.002;259.529.999;261.670.013;261.670.013;13921233;;0,008183;
18/10/2015;261,670013;265,950012;259,890015;263,820007;263,820007;261.670.013;265.950.012;259.890.015;263.820.007;263.820.007;15352671;;0,022229;
19/10/2015;263,820007;272,119995;262,700012;269,75;269,75;263.820.007;272.119.995;262.700.012;269.750.000;269.750.000;20200355;;-0,009835;
20/10/2015;269,75;272,170013;263,540009;267,109985;267,109985;269.750.000;272.170.013;263.540.009;267.109.985;267.109.985;16006977;;0,026999;
21/10/2015;267,109985;278,73999;266,799988;274,420013;274,420013;267.109.985;278.739.990;266.799.988;274.420.013;274.420.013;25481882;;0,009069;
22/10/2015;274,420013;279,769989;273,170013;276,920013;276,920013;274.420.013;279.769.989;273.170.013;276.920.013;276.920.013;19221822;;0,020162;
23/10/2015;276,920013;283,049988;277,01001;282,559998;282,559998;276.920.013;283.049.988;277.010.010;282.559.998;282.559.998;16875626;;0,018583;
24/10/2015;282,559998;295,559998;281,75;287,859985;287,859985;282.559.998;295.559.998;281.750.000;287.859.985;287.859.985;32946170;;-0,009459;
